year,day,AWI-CM-1-1-MR,CNRM-CM6-1-HR,EC-Earth3-CC
1,91,0.013662962962962988,0.013662962962962988,0.013662962962962988
1,92,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,93,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,94,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,95,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,96,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,97,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,98,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,99,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,100,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,101,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,102,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,103,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,104,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,105,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,106,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,107,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,108,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,109,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,110,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,111,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,112,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,113,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,114,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,115,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,116,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,117,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,118,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,119,0.0037360994203753384,0.0037360994203753384,0.0037360994203753384
1,121,0.0037360994203752274,0.0037360994203752274,0.0037360994203752274
1,122,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,123,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,124,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,125,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,126,0.033944280848369646,0.033944280848369646,0.033944280848369646
1,127,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,128,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,129,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,130,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,131,0.033944280848369646,0.033944280848369646,0.033944280848369646
1,132,0.03394428084836987,0.03394428084836987,0.03394428084836987
1,133,0.0339442808483697,0.0339442808483697,0.0339442808483697
1,134,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,135,0.0339442808483697,0.0339442808483697,0.0339442808483697
1,136,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,137,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,138,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,139,0.033944280848369646,0.033944280848369646,0.033944280848369646
1,140,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,141,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,142,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,143,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,144,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,145,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,146,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,147,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,148,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,149,0.033944280848369646,0.033944280848369646,0.033944280848369646
1,150,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,152,0.03394428084836976,0.03394428084836976,0.03394428084836976
1,153,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,154,0.014068369518944218,0.014068369518944218,0.014068369518944218
1,155,0.014068369518944218,0.014068369518944218,0.014068369518944218
1,156,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,157,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,158,0.014068369518944218,0.014068369518944218,0.014068369518944218
1,159,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,160,0.014068369518944218,0.014068369518944218,0.014068369518944218
1,161,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,162,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,163,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,164,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,165,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,166,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,167,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,168,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,169,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,170,0.014068369518944301,0.014068369518944301,0.014068369518944301
1,171,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,172,0.014068369518944301,0.014068369518944301,0.014068369518944301
1,173,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,174,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,175,0.014068369518944301,0.014068369518944301,0.014068369518944301
1,176,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,177,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,178,0.014068369518944246,0.014068369518944246,0.014068369518944246
1,179,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,180,0.014068369518944301,0.014068369518944301,0.014068369518944301
1,182,0.01406836951894419,0.01406836951894419,0.01406836951894419
1,183,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,184,-0.005021522633744779,-0.005021522633744779,-0.005021522633744779
1,185,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,186,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,187,-0.005021522633744779,-0.005021522633744779,-0.005021522633744779
1,188,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,189,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,190,-0.005021522633744779,-0.005021522633744779,-0.005021522633744779
1,191,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,192,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,193,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,194,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,195,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,196,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,197,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,198,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,199,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,200,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,201,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,202,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
1,203,-0.00502152263374489,-0.00502152263374489,-0.00502152263374489
1,204,-0.005021522633744835,-0.005021522633744835,-0.005021522633744835
